,name,latitude,longitude,cables
528,"Santo Domingo, Dominican Republic",18.500001,-69.983273,"[{'id': 'antillas-1', 'name': 'Antillas 1', 'cable_id': 1227.0}, {'id': 'deep-blue-cable', 'name': 'Deep Blue Cable', 'cable_id': 1913.0}]"
529,"Dubai, United Arab Emirates",25.269346,55.308427,"[{'id': 'falcon', 'name': 'FALCON', 'cable_id': 1346.0}, {'id': 'fiber-optic-gulf-fog', 'name': 'Fiber Optic Gulf (FOG)', 'cable_id': 1209.0}, {'id': 'tata-tgn-gulf', 'name': 'Tata TGN-Gulf', 'cable_id': 1631.0}]"
530,"Banana Bay, VI, United States",18.328224,-64.943774,"[{'id': 'st-thomas-st-croix-system', 'name': 'St. Thomas-St. Croix System', 'cable_id': 1756.0}]"
531,"Conakry, Guinea",9.513628,-13.70382,"[{'id': 'africa-coast-to-europe-ace', 'name': 'Africa Coast to Europe (ACE)', 'cable_id': 1629.0}]"
532,"Port Gentil, Gabon",-0.721035,8.781606,"[{'id': 'libreville-port-gentil-cable', 'name': 'Libreville-Port Gentil Cable', 'cable_id': 1747.0}]"
533,"Whitesands Bay, United Kingdom",50.078514,-5.698453,"[{'id': 'atlantic-crossing-1-ac-1', 'name': 'Atlantic Crossing-1 (AC-1)', 'cable_id': 1143.0}, {'id': 'pan-european-crossing-uk-ireland', 'name': 'Pan European Crossing (UK-Ireland)', 'cable_id': 1547.0}]"
534,"Alsgarde, Denmark",56.074885,12.536878,"[{'id': 'denmark-sweden-17', 'name': 'Denmark-Sweden 17', 'cable_id': 1730.0}]"
535,"Vero Beach, Florida, United States",27.638388,-80.394267,"[{'id': 'americas-i-north', 'name': 'Americas-I North', 'cable_id': 1645.0}, {'id': 'bahamas-2', 'name': 'Bahamas 2', 'cable_id': 1069.0}]"
536,"Tartous, Syria",34.891704,35.897792,"[{'id': 'aletar', 'name': 'Aletar', 'cable_id': 1319.0}, {'id': 'berytar', 'name': 'BERYTAR', 'cable_id': 1321.0}, {'id': 'ugarit', 'name': 'UGARIT', 'cable_id': 1306.0}]"
537,"Leava, Wallis and Futuna",-14.296834,-178.158108,"[{'id': 'tui-samoa', 'name': 'Tui-Samoa', 'cable_id': 1855.0}]"
538,"Bellport, New York, United States",40.755544,-72.937813,"[{'id': 'yellow', 'name': 'Yellow', 'cable_id': 1081.0}]"
539,"Dumaguete, Philippines",9.295611,123.281442,"[{'id': 'pldt-domestic-fiber-optic-network-dfon', 'name': 'PLDT Domestic Fiber Optic Network (DFON)', 'cable_id': 1839.0}]"
540,"Buranga, Indonesia",-4.792273,122.856125,"[{'id': 'palapa-ring-middle', 'name': 'Palapa Ring Middle', 'cable_id': 1940.0}]"
541,"Seward, Alaska, United States",60.112188,-149.443135,"[{'id': 'alaska-united-west', 'name': 'Alaska United West', 'cable_id': 1348.0}, {'id': 'kodiak-kenai-fiber-link-kkfl', 'name': 'Kodiak Kenai Fiber Link (KKFL)', 'cable_id': 1530.0}]"
542,"Egmond, Netherlands",52.616379,4.616374,"[{'id': 'uk-netherlands-14', 'name': 'UK-Netherlands 14', 'cable_id': 1365.0}]"
543,"Igiugig, Alaska, United States",59.327801,-155.894743,"[{'id': 'terra-sw', 'name': 'TERRA SW', 'cable_id': 1693.0}]"
544,"Puttgarden, Germany",54.496065,11.212464,"[{'id': 'fehmarn-blt', 'name': 'Fehmarn B\xc3\xa4lt', 'cable_id': 1336.0}]"
545,"Balikpapan, Indonesia",-1.265371,116.831201,"[{'id': 'indonesia-global-gateway-igg-system', 'name': 'Indonesia Global Gateway (IGG) System', 'cable_id': 1895.0}]"
546,"Lusk, Ireland",53.526254,-6.165884,"[{'id': 'geo-eirgrid', 'name': 'Geo-Eirgrid', 'cable_id': 1685.0}]"
547,"Lakudo, Indonesia",-5.389124,122.559909,"[{'id': 'palapa-ring-middle', 'name': 'Palapa Ring Middle', 'cable_id': 1940.0}]"
548,"Pembroke, United Kingdom",49.509544,-2.537614,"[{'id': 'high-capacity-undersea-guernsey-optical-fibre-hugo', 'name': 'High-capacity Undersea Guernsey Optical-fibre (HUGO)', 'cable_id': 1697.0}]"
549,"Tel Aviv, Israel",32.044599,34.769668,"[{'id': 'jonah', 'name': 'Jonah', 'cable_id': 1677.0}, {'id': 'lev-submarine-system', 'name': 'Lev Submarine System', 'cable_id': 1065.0}, {'id': 'mednautilus-submarine-system', 'name': 'MedNautilus Submarine System', 'cable_id': 1185.0}]"
550,"McHugh Point, Alaska, United States",61.015715,-149.732198,"[{'id': 'alaska-united-turnagain-arm-auta', 'name': 'Alaska United Turnagain Arm (AUTA)', 'cable_id': 1813.0}]"
551,"Pusan, Korea, Rep.",35.170147,128.99931,"[{'id': 'apcn-2', 'name': 'APCN-2', 'cable_id': 1049.0}, {'id': 'asia-pacific-gateway-apg', 'name': 'Asia Pacific Gateway (APG)', 'cable_id': 1617.0}, {'id': 'eac-c2c', 'name': 'EAC-C2C', 'cable_id': 1592.0}, {'id': 'flag-north-asia-loopreach-north-asia-loop', 'name': 'FLAG North Asia Loop/REACH North Asia Loop', 'cable_id': 1150.0}, {'id': 'korea-japan-cable-network-kjcn', 'name': 'Korea-Japan Cable Network (KJCN)', 'cable_id': 1231.0}, {'id': 'new-cross-pacific-ncp-cable-system', 'name': 'New Cross Pacific (NCP) Cable System', 'cable_id': 1786.0}]"
552,"Ponta Delgada, Portugal",37.739213,-25.668756,"[{'id': 'azores-fiber-optic-system-afos', 'name': 'Azores Fiber Optic System (AFOS)', 'cable_id': 1801.0}, {'id': 'cam-ring', 'name': 'CAM Ring', 'cable_id': 1800.0}, {'id': 'columbus-iii', 'name': 'Columbus-III', 'cable_id': 1046.0}]"
553,"Moorea, French Polynesia",-17.538776,-149.829561,"[{'id': 'honotua', 'name': 'Honotua', 'cable_id': 1556.0}]"
554,"Lihue, HI, United States",21.974938,-159.36857,"[{'id': 'hics-hawaii-inter-island-cable-system', 'name': 'HICS (Hawaii Inter-Island Cable System)', 'cable_id': 1455.0}, {'id': 'hifn-hawaii-island-fibre-network', 'name': 'HIFN (Hawaii Island Fibre Network)', 'cable_id': 1456.0}]"
555,"Deeside Clwyd, United Kingdom",53.20173,-3.027556,"[{'id': 'geo-eirgrid', 'name': 'Geo-Eirgrid', 'cable_id': 1685.0}]"
556,"Roseau, Dominica",15.251797,-61.370728,"[{'id': 'eastern-caribbean-fiber-system-ecfs', 'name': 'Eastern Caribbean Fiber System (ECFS)', 'cable_id': 1290.0}]"
557,"Hawksbill, Bahamas",26.516904,-78.736846,"[{'id': 'bahamas-domestic-submarine-network-bdsni', 'name': 'Bahamas Domestic Submarine Network (BDSNi)', 'cable_id': 1510.0}, {'id': 'bahamas-internet-cable-system-bics', 'name': 'Bahamas Internet Cable System (BICS)', 'cable_id': 1232.0}]"
558,"Sri Racha, Thailand",13.174369,100.930574,"[{'id': 'asia-america-gateway-aag-cable-system', 'name': 'Asia-America Gateway (AAG) Cable System', 'cable_id': 1507.0}]"
559,"Newhalen, Alaska, United States",59.718145,-154.899773,"[{'id': 'terra-sw', 'name': 'TERRA SW', 'cable_id': 1693.0}]"
560,"Eemshaven, Netherlands",53.442806,6.816019,"[{'id': 'cobracable', 'name': 'COBRAcable', 'cable_id': 1904.0}]"
561,"Valparaíso, Chile",-33.045775,-71.620479,"[{'id': 'aurora', 'name': 'AURORA', 'cable_id': 1924.0}, {'id': 'curie', 'name': 'Curie', 'cable_id': 1932.0}, {'id': 'south-america-pacific-link-sapl', 'name': 'South America Pacific Link (SAPL)', 'cable_id': 1791.0}, {'id': 'south-america-1-sam-1', 'name': 'South America-1 (SAm-1)', 'cable_id': 1083.0}, {'id': 'south-american-crossing-saclatin-american-nautilus-lan', 'name': 'South American Crossing (SAC)/Latin American Nautilus (LAN)', 'cable_id': 1084.0}]"
562,"Punta Cana, Dominican Republic",18.621278,-68.438254,"[{'id': 'arcos', 'name': 'ARCOS', 'cable_id': 1078.0}, {'id': 'antillas-1', 'name': 'Antillas 1', 'cable_id': 1227.0}, {'id': 'south-america-1-sam-1', 'name': 'South America-1 (SAm-1)', 'cable_id': 1083.0}]"
563,"Tanjung Bemban, Indonesia",1.173202,104.133111,"[{'id': 'jakabare', 'name': 'JAKABARE', 'cable_id': 1597.0}]"
564,"Takaroa, French Polynesia",-14.449764,-144.972208,"[{'id': 'natitua', 'name': 'NATITUA', 'cable_id': 1916.0}]"
565,"Bluefields, Nicaragua",11.991776,-83.771462,"[{'id': 'arcos', 'name': 'ARCOS', 'cable_id': 1078.0}, {'id': 'aurora', 'name': 'AURORA', 'cable_id': 1924.0}]"
566,"Zawia, Libya",32.774725,12.529749,"[{'id': 'lfon-libyan-fiber-optic-network', 'name': 'LFON (Libyan Fiber Optic Network)', 'cable_id': 1184.0}]"
567,"Ganavan Bay, United Kingdom",56.437763,-5.475797,"[{'id': 'bt-highlands-and-islands-submarine-cable-system', 'name': 'BT Highlands and Islands Submarine Cable System', 'cable_id': 1827.0}]"
568,"Maniitsoq, Greenland",65.407681,-52.905718,"[{'id': 'greenland-connect-north', 'name': 'Greenland Connect North', 'cable_id': 1897.0}]"
569,"Paramaribo, Suriname",5.82403,-55.173844,"[{'id': 'deep-blue-cable', 'name': 'Deep Blue Cable', 'cable_id': 1913.0}]"
570,"Aberdeen, United Kingdom",57.153791,-2.106804,"[{'id': 'tampnet-offshore-foc-network', 'name': 'Tampnet Offshore FOC Network', 'cable_id': 1203.0}]"
571,"Linao, Chile",-41.991132,-73.504463,"[{'id': 'segunda-fos-canal-de-chacao', 'name': 'Segunda FOS Canal de Chacao', 'cable_id': 1830.0}]"
572,"Suro, Guinea-Bissau",11.774125,-15.791148,"[{'id': 'africa-coast-to-europe-ace', 'name': 'Africa Coast to Europe (ACE)', 'cable_id': 1629.0}]"
573,"Rio de Janeiro, Brazil",-22.903397,-43.209568,"[{'id': 'america-movil-submarine-cable-system-1-amx-1', 'name': 'America Movil Submarine Cable System-1 (AMX-1)', 'cable_id': 1686.0}, {'id': 'brusa', 'name': 'BRUSA', 'cable_id': 1873.0}, {'id': 'brazilian-festoon', 'name': 'Brazilian Festoon', 'cable_id': 1888.0}, {'id': 'globenet', 'name': 'GlobeNet', 'cable_id': 1076.0}, {'id': 'junior', 'name': 'Junior', 'cable_id': 1876.0}, {'id': 'south-america-1-sam-1', 'name': 'South America-1 (SAm-1)', 'cable_id': 1083.0}, {'id': 'south-american-crossing-saclatin-american-nautilus-lan', 'name': 'South American Crossing (SAC)/Latin American Nautilus (LAN)', 'cable_id': 1084.0}]"
574,"San Andres, Colombia",12.584696,-81.700565,"[{'id': 'san-andres-isla-tolu-submarine-cable-sait', 'name': 'San Andres Isla Tolu Submarine Cable (SAIT)', 'cable_id': 1843.0}]"
575,"Sihanoukville, Cambodia",10.630009,103.506647,"[{'id': 'asia-africa-europe-1-aae-1', 'name': 'Asia Africa Europe-1 (AAE-1)', 'cable_id': 1739.0}, {'id': 'malaysia-cambodia-thailand-mct-cable', 'name': 'Malaysia-Cambodia-Thailand (MCT) Cable', 'cable_id': 1776.0}]"
576,"Kenai, Alaska, United States",60.55291,-151.259785,"[{'id': 'kodiak-kenai-fiber-link-kkfl', 'name': 'Kodiak Kenai Fiber Link (KKFL)', 'cable_id': 1530.0}]"
577,"Hanko, Finland",59.823211,22.968221,"[{'id': 'bcs-north---phase-1', 'name': 'BCS North - Phase 1', 'cable_id': 1609.0}, {'id': 'c-lion1', 'name': 'C-Lion1', 'cable_id': 1816.0}, {'id': 'eastern-light', 'name': 'Eastern Light', 'cable_id': 1710.0}]"
578,"Kota Mappi, Indonesia",-7.102453,139.396498,"[{'id': 'palapa-ring-east', 'name': 'Palapa Ring East', 'cable_id': 1938.0}]"
579,"Ventspils, Latvia",57.389533,21.569979,"[{'id': 'latvia-sweden-1-lv-se-1', 'name': 'Latvia-Sweden 1 (LV-SE 1)', 'cable_id': 1270.0}, {'id': 'sweden-latvia', 'name': 'Sweden-Latvia', 'cable_id': 1364.0}]"
580,"Hitia'a, French Polynesia",-17.723322,-149.308119,"[{'id': 'natitua', 'name': 'NATITUA', 'cable_id': 1916.0}]"
581,"Kilchoan Ferry, United Kingdom",56.688569,-6.09396,"[{'id': 'bt-highlands-and-islands-submarine-cable-system', 'name': 'BT Highlands and Islands Submarine Cable System', 'cable_id': 1827.0}]"
582,"Toweli, Indonesia",-1.14247,119.388377,"[{'id': 'jaka2ladema', 'name': 'JaKa2LaDeMa', 'cable_id': 1767.0}]"
583,"Pinamalayan, Philippines",13.04578,121.464548,"[{'id': 'pldt-domestic-fiber-optic-network-dfon', 'name': 'PLDT Domestic Fiber Optic Network (DFON)', 'cable_id': 1839.0}]"
584,"Valencia, Spain",39.468314,-0.376971,"[{'id': 'balalink', 'name': 'Balalink', 'cable_id': 1696.0}, {'id': 'oran-valencia-orval', 'name': 'Oran-Valencia (ORVAL)', 'cable_id': 1664.0}]"
585,"Port of Spain, Trinidad and Tobago",10.649785,-61.516676,"[{'id': 'americas-ii', 'name': 'Americas-II', 'cable_id': 1148.0}]"
586,"Shantou, China",23.354552,116.675488,"[{'id': 'apcn-2', 'name': 'APCN-2', 'cable_id': 1049.0}, {'id': 'seamewe-3', 'name': 'SeaMeWe-3', 'cable_id': 1031.0}, {'id': 'southeast-asia-japan-cable-sjc', 'name': 'Southeast Asia Japan Cable (SJC)', 'cable_id': 1604.0}]"
587,"Dar Es Salaam, Tanzania",-6.823229,39.269665,"[{'id': 'eastern-africa-submarine-system-eassy', 'name': 'Eastern Africa Submarine System (EASSy)', 'cable_id': 1246.0}, {'id': 'seacomtata-tgn-eurasia', 'name': 'SEACOM/Tata TGN-Eurasia', 'cable_id': 1552.0}, {'id': 'seychelles-to-east-africa-system-seas', 'name': 'Seychelles to East Africa System (SEAS)', 'cable_id': 1672.0}]"
588,"Fort Bay, Bonaire, Sint Eustatius and Saba",17.616493,-63.251636,"[{'id': 'saba-statia-cable-system-sscs', 'name': 'Saba, Statia Cable System (SSCS)', 'cable_id': 1807.0}]"
589,"Tolmeta, Libya",32.71673,20.94996,"[{'id': 'lfon-libyan-fiber-optic-network', 'name': 'LFON (Libyan Fiber Optic Network)', 'cable_id': 1184.0}]"
590,"St. Louis, Saint Martin",18.08993,-63.078137,"[{'id': 'deep-blue-cable', 'name': 'Deep Blue Cable', 'cable_id': 1913.0}, {'id': 'southern-caribbean-fiber', 'name': 'Southern Caribbean Fiber', 'cable_id': 1619.0}]"
591,"Manado, Indonesia",1.490878,124.839547,"[{'id': 'indonesia-global-gateway-igg-system', 'name': 'Indonesia Global Gateway (IGG) System', 'cable_id': 1895.0}, {'id': 'palapa-ring-middle', 'name': 'Palapa Ring Middle', 'cable_id': 1940.0}, {'id': 'smpcs-packet-1', 'name': 'SMPCS Packet-1', 'cable_id': 1884.0}]"
592,"Zandvoort, Netherlands",52.370407,4.527214,"[{'id': 'circe-north', 'name': 'Circe North', 'cable_id': 1137.0}, {'id': 'concerto', 'name': 'Concerto', 'cable_id': 1538.0}]"
593,"Kauditan, Indonesia",1.378622,125.065621,"[{'id': 'sea-us', 'name': 'SEA-US', 'cable_id': 1823.0}]"
594,"Tijuana, Mexico",32.530853,-117.038219,"[{'id': 'pan-american-crossing-pac', 'name': 'Pan-American Crossing (PAC)', 'cable_id': 1072.0}]"
595,"Bali, Indonesia",-8.464415,115.596973,"[{'id': 'jaka2ladema', 'name': 'JaKa2LaDeMa', 'cable_id': 1767.0}]"
596,"Glen Lyon, United Kingdom",60.333074,-4.333414,"[{'id': 'shefa-2', 'name': 'SHEFA-2', 'cable_id': 1576.0}]"
597,"Port Nelson, Bahamas",23.652147,-74.840546,"[{'id': 'bahamas-domestic-submarine-network-bdsni', 'name': 'Bahamas Domestic Submarine Network (BDSNi)', 'cable_id': 1510.0}]"
598,"Raglan, New Zealand",-37.801388,174.871822,"[{'id': 'tasman-global-access-tga-cable', 'name': 'Tasman Global Access (TGA) Cable', 'cable_id': 1750.0}]"
599,"Nome, Alaska, United States",64.501114,-165.406409,"[{'id': 'quintillion-subsea-cable-network', 'name': 'Quintillion Subsea Cable Network', 'cable_id': 1862.0}]"
600,"Noumea, New Caledonia",-22.303324,166.439209,"[{'id': 'gondwana-1', 'name': 'Gondwana-1', 'cable_id': 1514.0}]"
601,"Songkhla, Thailand",7.078449,100.59698,"[{'id': 'asia-africa-europe-1-aae-1', 'name': 'Asia Africa Europe-1 (AAE-1)', 'cable_id': 1739.0}, {'id': 'asia-pacific-gateway-apg', 'name': 'Asia Pacific Gateway (APG)', 'cable_id': 1617.0}, {'id': 'flag-europe-asia-fea', 'name': 'FLAG Europe-Asia (FEA)', 'cable_id': 1027.0}, {'id': 'southeast-asia-japan-cable-sjc', 'name': 'Southeast Asia Japan Cable (SJC)', 'cable_id': 1604.0}, {'id': 'thailand-indonesia-singapore-tis', 'name': 'Thailand-Indonesia-Singapore (TIS)', 'cable_id': 1238.0}]"
602,"Ilhéus, Brazil",-14.787972,-39.047704,"[{'id': 'brazilian-festoon', 'name': 'Brazilian Festoon', 'cable_id': 1888.0}]"
603,"Male, Maldives",4.166267,73.499923,"[{'id': 'dhiraagu-slt-submarine-cable-network', 'name': 'Dhiraagu-SLT Submarine Cable Network', 'cable_id': 1369.0}, {'id': 'warf-submarine-cable', 'name': 'WARF Submarine Cable', 'cable_id': 1517.0}]"
604,"Padang, Indonesia",-0.943862,100.361628,"[{'id': 'jasuka', 'name': 'JASUKA', 'cable_id': 1844.0}]"
605,"El Segundo, California, United States",33.919915,-118.415953,"[{'id': 'pacific-light-cable-network-plcn', 'name': 'Pacific Light Cable Network (PLCN)', 'cable_id': 1858.0}]"
606,"Makemo, French Polynesia",-16.539558,-143.867192,"[{'id': 'natitua', 'name': 'NATITUA', 'cable_id': 1916.0}]"
607,"Puerto Plata, Dominican Republic",19.799341,-70.691232,"[{'id': 'arcos', 'name': 'ARCOS', 'cable_id': 1078.0}, {'id': 'america-movil-submarine-cable-system-1-amx-1', 'name': 'America Movil Submarine Cable System-1 (AMX-1)', 'cable_id': 1686.0}, {'id': 'deep-blue-cable', 'name': 'Deep Blue Cable', 'cable_id': 1913.0}, {'id': 'fibralink', 'name': 'Fibralink', 'cable_id': 1361.0}]"
608,"Yzerfontein, South Africa",-33.348217,18.155528,"[{'id': 'west-african-cable-system-wacs', 'name': 'West African Cable System (WACS)', 'cable_id': 1560.0}]"
609,"Ras Lanuf, Libya",30.586738,18.411875,"[{'id': 'lfon-libyan-fiber-optic-network', 'name': 'LFON (Libyan Fiber Optic Network)', 'cable_id': 1184.0}]"
610,"Saltcoats, United Kingdom",55.637581,-4.783512,"[{'id': 'sirius-north', 'name': 'Sirius North', 'cable_id': 1754.0}]"
611,"Utqiaġvik, Alaska, United States",71.290552,-156.78864,"[{'id': 'quintillion-subsea-cable-network', 'name': 'Quintillion Subsea Cable Network', 'cable_id': 1862.0}]"
612,"Caves Point, Bahamas",25.068455,-77.452996,"[{'id': 'bahamas-internet-cable-system-bics', 'name': 'Bahamas Internet Cable System (BICS)', 'cable_id': 1232.0}]"
613,"Punta Dungeness, Argentina",-52.390224,-68.419749,"[{'id': 'arsat-submarine-fiber-optic-cable', 'name': 'ARSAT Submarine Fiber Optic Cable', 'cable_id': 1871.0}]"
614,"Legazpi City, Philippines",13.13909,123.743746,"[{'id': 'pldt-domestic-fiber-optic-network-dfon', 'name': 'PLDT Domestic Fiber Optic Network (DFON)', 'cable_id': 1839.0}]"
615,"Wainwright, Alaska, United States",70.636951,-160.038345,"[{'id': 'quintillion-subsea-cable-network', 'name': 'Quintillion Subsea Cable Network', 'cable_id': 1862.0}]"
616,"New Victoria, NS, Canada",46.252905,-60.129567,"[{'id': 'persona', 'name': 'Persona', 'cable_id': 1577.0}]"
617,"Ende, Indonesia",-8.855308,121.65156,"[{'id': 'mataram-kupang-cable-system-mkcs', 'name': 'Mataram Kupang Cable System (MKCS)', 'cable_id': 1780.0}]"
618,"Takapuna, New Zealand",-36.787961,174.767916,"[{'id': 'southern-cross-cable-network-sccn', 'name': 'Southern Cross Cable Network (SCCN)', 'cable_id': 1009.0}]"
619,"Das Island, United Arab Emirates",25.152634,52.865948,"[{'id': 'qatar-u-a-e-submarine-cable-system', 'name': 'Qatar-U.A.E. Submarine Cable System', 'cable_id': 1254.0}]"
620,"Katwijk, Netherlands",52.205173,4.396452,"[{'id': 'tat-14', 'name': 'TAT-14', 'cable_id': 1043.0}]"
621,"Abidjan, Côte d'Ivoire",5.323518,-4.026237,"[{'id': 'africa-coast-to-europe-ace', 'name': 'Africa Coast to Europe (ACE)', 'cable_id': 1629.0}, {'id': 'sat-3wasc', 'name': 'SAT-3/WASC', 'cable_id': 1219.0}, {'id': 'west-african-cable-system-wacs', 'name': 'West African Cable System (WACS)', 'cable_id': 1560.0}]"
622,"Tulum, Mexico",20.212549,-87.463599,"[{'id': 'arcos', 'name': 'ARCOS', 'cable_id': 1078.0}]"
623,"Sangano, Angola",-9.490074,13.201441,"[{'id': 'west-african-cable-system-wacs', 'name': 'West African Cable System (WACS)', 'cable_id': 1560.0}]"
624,"Port Grenaugh, United Kingdom",54.099996,-4.566666,"[{'id': 'lanis-1', 'name': 'Lanis-1', 'cable_id': 1616.0}]"
625,"Waikato, New Zealand",-37.91589,175.534908,"[{'id': 'aqualink', 'name': 'Aqualink', 'cable_id': 1487.0}]"
626,"Kuakata, Bangladesh",21.816735,90.116614,"[{'id': 'seamewe-5', 'name': 'SeaMeWe-5', 'cable_id': 1559.0}]"
627,"Sungai Kakap, Indonesia",-0.067056,109.183206,"[{'id': 'jakabare', 'name': 'JAKABARE', 'cable_id': 1597.0}]"
628,"Highbridge, United Kingdom",51.222226,-2.975017,"[{'id': 'tata-tgn-atlantic', 'name': 'Tata TGN-Atlantic', 'cable_id': 1149.0}, {'id': 'tata-tgn-western-europe', 'name': 'Tata TGN-Western Europe', 'cable_id': 1173.0}, {'id': 'west-african-cable-system-wacs', 'name': 'West African Cable System (WACS)', 'cable_id': 1560.0}]"
629,"Nondalton, Alaska, United States",59.972649,-154.847722,"[{'id': 'terra-sw', 'name': 'TERRA SW', 'cable_id': 1693.0}]"
630,"Trujillo, Honduras",15.915151,-85.954762,"[{'id': 'arcos', 'name': 'ARCOS', 'cable_id': 1078.0}, {'id': 'aurora', 'name': 'AURORA', 'cable_id': 1924.0}]"
631,"Manokwari, Indonesia",-0.861465,134.062003,"[{'id': 'palapa-ring-east', 'name': 'Palapa Ring East', 'cable_id': 1938.0}, {'id': 'smpcs-packet-2', 'name': 'SMPCS Packet-2', 'cable_id': 1885.0}]"
632,"Katthammarsvik, Sweden",57.431037,18.845273,"[{'id': 'bcs-east-west-interlink', 'name': 'BCS East-West Interlink', 'cable_id': 1222.0}]"
633,"Al Safat, Kuwait",29.36993,47.976497,"[{'id': 'falcon', 'name': 'FALCON', 'cable_id': 1346.0}]"
634,"Tortola, Virgin Islands (U.K.)",18.414784,-64.597241,"[{'id': 'caribbean-bermuda-u-s-cbus', 'name': 'Caribbean-Bermuda U.S. (CBUS)', 'cable_id': 1634.0}, {'id': 'deep-blue-cable', 'name': 'Deep Blue Cable', 'cable_id': 1913.0}, {'id': 'eastern-caribbean-fiber-system-ecfs', 'name': 'Eastern Caribbean Fiber System (ECFS)', 'cable_id': 1290.0}, {'id': 'pacific-caribbean-cable-system-pccs', 'name': 'Pacific Caribbean Cable System (PCCS)', 'cable_id': 1727.0}]"
635,"Asilah, Morocco",35.470781,-6.035757,"[{'id': 'atlas-offshore', 'name': 'Atlas Offshore', 'cable_id': 1512.0}, {'id': 'canalink', 'name': 'Canalink', 'cable_id': 1666.0}]"
636,"Tidore, Indonesia",0.674008,127.404096,"[{'id': 'palapa-ring-middle', 'name': 'Palapa Ring Middle', 'cable_id': 1940.0}]"
637,"Kerema, Papua New Guinea",-7.963732,145.771739,"[{'id': 'png-national-submarine-fibre-cable-network', 'name': 'PNG National Submarine Fibre Cable Network', 'cable_id': 1899.0}]"
638,"Spanish River Park, Florida, United States",26.378061,-80.067704,"[{'id': 'bahamas-internet-cable-system-bics', 'name': 'Bahamas Internet Cable System (BICS)', 'cable_id': 1232.0}]"
639,"Bredene, Belgium",51.246384,2.961882,"[{'id': 'pan-european-crossing-uk-belgium', 'name': 'Pan European Crossing (UK-Belgium)', 'cable_id': 1539.0}]"
640,"Nassau, Bahamas",25.067039,-77.340252,"[{'id': 'arcos', 'name': 'ARCOS', 'cable_id': 1078.0}, {'id': 'bahamas-2', 'name': 'Bahamas 2', 'cable_id': 1069.0}, {'id': 'bahamas-domestic-submarine-network-bdsni', 'name': 'Bahamas Domestic Submarine Network (BDSNi)', 'cable_id': 1510.0}]"
641,"Ternate, Indonesia",0.789853,127.375385,"[{'id': 'smpcs-packet-1', 'name': 'SMPCS Packet-1', 'cable_id': 1884.0}]"
642,"Weno, Chuuk",7.439996,151.858479,"[{'id': 'chuuk-cable', 'name': 'Chuuk Cable', 'cable_id': 1908.0}]"
643,"Guningtou, Taiwan",24.476145,118.307128,"[{'id': 'cross-straits-cable-network', 'name': 'Cross Straits Cable Network', 'cable_id': 1632.0}]"
644,"Benghazi, Libya",32.116584,20.066757,"[{'id': 'lfon-libyan-fiber-optic-network', 'name': 'LFON (Libyan Fiber Optic Network)', 'cable_id': 1184.0}]"
645,"Mazatlán, Mexico",23.199535,-106.421867,"[{'id': 'pan-american-crossing-pac', 'name': 'Pan-American Crossing (PAC)', 'cable_id': 1072.0}]"
646,"Farsund, Norway",58.08277,6.752799,"[{'id': 'tampnet-offshore-foc-network', 'name': 'Tampnet Offshore FOC Network', 'cable_id': 1203.0}]"
647,"Manihi, French Polynesia",-14.402889,-145.958145,"[{'id': 'natitua', 'name': 'NATITUA', 'cable_id': 1916.0}]"
648,"Pesaren, Indonesia",-1.553871,105.58272,"[{'id': 'jakarta-bangka-bintan-batam-singapore-b3js', 'name': 'Jakarta-Bangka-Bintan-Batam-Singapore (B3JS)', 'cable_id': 1833.0}]"
649,"Raha, Indonesia",-4.832386,122.72109,"[{'id': 'palapa-ring-middle', 'name': 'Palapa Ring Middle', 'cable_id': 1940.0}]"
650,"Skewjack, United Kingdom",50.06356,-5.675064,"[{'id': 'flag-atlantic-1-fa-1', 'name': 'FLAG Atlantic-1 (FA-1)', 'cable_id': 1028.0}]"
651,"Ormoc, Philippines",11.006889,124.612789,"[{'id': 'pldt-domestic-fiber-optic-network-dfon', 'name': 'PLDT Domestic Fiber Optic Network (DFON)', 'cable_id': 1839.0}]"
652,"Pointe-a-Pitre, Guadeloupe",16.241042,-61.533082,"[{'id': 'eastern-caribbean-fiber-system-ecfs', 'name': 'Eastern Caribbean Fiber System (ECFS)', 'cable_id': 1290.0}]"
653,"Seixal, Portugal",38.642276,-9.107387,"[{'id': 'main-one', 'name': 'Main One', 'cable_id': 1565.0}, {'id': 'tata-tgn-western-europe', 'name': 'Tata TGN-Western Europe', 'cable_id': 1173.0}, {'id': 'west-african-cable-system-wacs', 'name': 'West African Cable System (WACS)', 'cable_id': 1560.0}]"
654,"Dumpton Gap, United Kingdom",51.358579,1.439337,"[{'id': 'pan-european-crossing-uk-belgium', 'name': 'Pan European Crossing (UK-Belgium)', 'cable_id': 1539.0}]"
655,"San Jose de Buenavista, Philippines",10.748808,121.941306,"[{'id': 'palawa-iloilo-cable-system', 'name': 'Palawa-Iloilo Cable System', 'cable_id': 1796.0}]"
656,"Fukuoka, Japan",33.590301,130.401653,"[{'id': 'korea-japan-cable-network-kjcn', 'name': 'Korea-Japan Cable Network (KJCN)', 'cable_id': 1231.0}]"
657,"Diba, Oman",25.616977,56.258036,"[{'id': 'omranepeg-cable-system', 'name': 'OMRAN/EPEG Cable System', 'cable_id': 1695.0}]"
