,name,latitude,longitude,cables
269,"Isla Verde, Puerto Rico, United States",18.441651,-66.016869,"[{'id': 'arcos', 'name': 'ARCOS', 'cable_id': 1078.0}, {'id': 'antillas-1', 'name': 'Antillas 1', 'cable_id': 1227.0}, {'id': 'saint-maarten-puerto-rico-network-one-smpr-1', 'name': 'Saint Maarten Puerto Rico Network One (SMPR-1)', 'cable_id': 1245.0}, {'id': 'taino-carib', 'name': 'Taino-Carib', 'cable_id': 1229.0}]"
270,"Bodden Town, Cayman Islands",19.28169,-81.257389,"[{'id': 'deep-blue-cable', 'name': 'Deep Blue Cable', 'cable_id': 1913.0}]"
271,"Kristiansand, Norway",58.150958,7.996255,"[{'id': 'denmark-norway-6', 'name': 'Denmark-Norway 6', 'cable_id': 1327.0}, {'id': 'skagerrak-4', 'name': 'Skagerrak 4', 'cable_id': 1875.0}]"
272,"Cacuaco, Angola",-8.776671,13.372327,"[{'id': 'sat-3wasc', 'name': 'SAT-3/WASC', 'cable_id': 1219.0}]"
273,"Kotzebue, Alaska, United States",66.898342,-162.596669,"[{'id': 'quintillion-subsea-cable-network', 'name': 'Quintillion Subsea Cable Network', 'cable_id': 1862.0}]"
274,"Pago Pago, American Samoa",-14.276546,-170.695713,"[{'id': 'american-samoa-hawaii-ash', 'name': 'American Samoa-Hawaii (ASH)', 'cable_id': 1600.0}, {'id': 'hawaiki', 'name': 'Hawaiki', 'cable_id': 1733.0}, {'id': 'samoa-american-samoa-sas', 'name': 'Samoa-American Samoa (SAS)', 'cable_id': 1620.0}]"
275,"Morotai, Indonesia",2.365658,128.400824,"[{'id': 'palapa-ring-middle', 'name': 'Palapa Ring Middle', 'cable_id': 1940.0}]"
276,"Daet, Philippines",14.116617,122.949899,"[{'id': 'asia-submarine-cable-express-asecahaya-malaysia', 'name': 'Asia Submarine-cable Express (ASE)/Cahaya Malaysia', 'cable_id': 1679.0}, {'id': 'jupiter', 'name': 'JUPITER', 'cable_id': 1928.0}]"
277,"Whittier, Alaska, United States",60.77293,-148.684737,"[{'id': 'alaska-united-east', 'name': 'Alaska United East', 'cable_id': 1168.0}, {'id': 'northstar', 'name': 'NorthStar', 'cable_id': 1166.0}]"
278,"Güimar, Canary Islands",28.31058,-16.412559,"[{'id': 'canalink', 'name': 'Canalink', 'cable_id': 1666.0}]"
279,"Kungsbacka, Sweden",57.487482,12.076234,"[{'id': 'globalconnect-2-gc2', 'name': 'GlobalConnect 2 (GC2)', 'cable_id': 1760.0}, {'id': 'kattegat-1', 'name': 'Kattegat 1', 'cable_id': 1218.0}]"
280,"Darnah, Libya",32.763556,22.639217,"[{'id': 'lfon-libyan-fiber-optic-network', 'name': 'LFON (Libyan Fiber Optic Network)', 'cable_id': 1184.0}, {'id': 'silphium', 'name': 'Silphium', 'cable_id': 1665.0}]"
281,"Juneau, Alaska, United States",58.299506,-134.406863,"[{'id': 'alaska-united-east', 'name': 'Alaska United East', 'cable_id': 1168.0}, {'id': 'lynn-canal-fiber', 'name': 'Lynn Canal Fiber', 'cable_id': 1840.0}]"
282,"Illiamna, Alaska, United States",59.754766,-154.906121,"[{'id': 'terra-sw', 'name': 'TERRA SW', 'cable_id': 1693.0}]"
283,"Porto Seguro, Brazil",-16.451081,-39.064697,"[{'id': 'brazilian-festoon', 'name': 'Brazilian Festoon', 'cable_id': 1888.0}]"
284,"Sugar Dock, Saipan",15.151809,145.699571,"[{'id': 'atisa', 'name': 'Atisa', 'cable_id': 1874.0}]"
285,"Girvan, United Kingdom",55.240205,-4.854215,"[{'id': 'scotland-northern-ireland-2', 'name': 'Scotland-Northern Ireland 2', 'cable_id': 1614.0}]"
286,"Ancol, Indonesia",-6.129358,106.833305,"[{'id': 'seamewe-3', 'name': 'SeaMeWe-3', 'cable_id': 1031.0}]"
287,"Anyer, Indonesia",-6.073694,105.883916,"[{'id': 'australia-singapore-cable-asc', 'name': 'Australia-Singapore Cable (ASC)', 'cable_id': 1683.0}]"
288,"Southport, United Kingdom",53.647933,-3.006364,"[{'id': 'esat-2', 'name': 'ESAT-2', 'cable_id': 1224.0}, {'id': 'gtt-atlantic', 'name': 'GTT Atlantic', 'cable_id': 1080.0}]"
289,"Blackpool, United Kingdom",53.808663,-3.050749,"[{'id': 'celtixconnect-2', 'name': 'CeltixConnect-2', 'cable_id': 1911.0}, {'id': 'e-llan', 'name': 'E-LLAN', 'cable_id': 1753.0}, {'id': 'lanis-1', 'name': 'Lanis-1', 'cable_id': 1616.0}, {'id': 'sirius-south', 'name': 'Sirius South', 'cable_id': 1092.0}]"
290,"Lannion, France",48.73026,-3.459928,"[{'id': 'apollo', 'name': 'Apollo', 'cable_id': 1213.0}, {'id': 'high-capacity-undersea-guernsey-optical-fibre-hugo', 'name': 'High-capacity Undersea Guernsey Optical-fibre (HUGO)', 'cable_id': 1697.0}, {'id': 'ireland-france-cable-1-ifc-1', 'name': 'Ireland-France Cable-1 (IFC-1)', 'cable_id': 1889.0}]"
291,"Dunnet Bay, United Kingdom",58.615314,-3.346208,"[{'id': 'farice-1', 'name': 'FARICE-1', 'cable_id': 1240.0}]"
292,"Otter Ferry, United Kingdom",56.008284,-5.321207,"[{'id': 'bt-highlands-and-islands-submarine-cable-system', 'name': 'BT Highlands and Islands Submarine Cable System', 'cable_id': 1827.0}]"
293,"Vanimo, Papua New Guinea",-2.689686,141.299841,"[{'id': 'png-national-submarine-fibre-cable-network', 'name': 'PNG National Submarine Fibre Cable Network', 'cable_id': 1899.0}]"
294,"Karachi, Pakistan",24.889378,67.028539,"[{'id': 'africa-1', 'name': 'Africa-1', 'cable_id': 1878.0}, {'id': 'asia-africa-europe-1-aae-1', 'name': 'Asia Africa Europe-1 (AAE-1)', 'cable_id': 1739.0}, {'id': 'imewe', 'name': 'IMEWE', 'cable_id': 1536.0}, {'id': 'peace-cable', 'name': 'PEACE Cable', 'cable_id': 1923.0}, {'id': 'seamewe-3', 'name': 'SeaMeWe-3', 'cable_id': 1031.0}, {'id': 'seamewe-4', 'name': 'SeaMeWe-4', 'cable_id': 1035.0}, {'id': 'seamewe-5', 'name': 'SeaMeWe-5', 'cable_id': 1559.0}, {'id': 'silk-route-gateway-srg-1', 'name': 'Silk Route Gateway (SRG-1)', 'cable_id': 1849.0}, {'id': 'transworld-tw1', 'name': 'Transworld (TW1)', 'cable_id': 1351.0}]"
295,"Sandy Point, Australia",-38.820187,146.119688,"[{'id': 'bass-strait-1', 'name': 'Bass Strait-1', 'cable_id': 1472.0}]"
296,"Miura, Japan",35.144036,139.620667,"[{'id': 'flag-europe-asia-fea', 'name': 'FLAG Europe-Asia (FEA)', 'cable_id': 1027.0}]"
297,"Schoelcher, Martinique",14.629007,-61.112135,"[{'id': 'kanawa', 'name': 'Kanawa', 'cable_id': 1914.0}]"
298,"Maiquetia, Venezuela",10.599394,-66.960325,"[{'id': 'globenet', 'name': 'GlobeNet', 'cable_id': 1076.0}]"
299,"Makaha, Hawaii, United States",21.460265,-158.20607,"[{'id': 'hifn-hawaii-island-fibre-network', 'name': 'HIFN (Hawaii Island Fibre Network)', 'cable_id': 1456.0}, {'id': 'japan-u-s-cable-network-jus', 'name': 'Japan-U.S. Cable Network (JUS)', 'cable_id': 1010.0}, {'id': 'sea-us', 'name': 'SEA-US', 'cable_id': 1823.0}, {'id': 'south-america-pacific-link-sapl', 'name': 'South America Pacific Link (SAPL)', 'cable_id': 1791.0}]"
300,"Pointe aux Pimentes, Mauritius",-20.066314,57.424955,"[{'id': 'iox-cable-system', 'name': 'IOX Cable System', 'cable_id': 1901.0}]"
301,"Wawonii, Indonesia",-4.136146,123.123898,"[{'id': 'palapa-ring-middle', 'name': 'Palapa Ring Middle', 'cable_id': 1940.0}]"
302,"Vestero, Denmark",57.272248,10.966957,"[{'id': 'kattegat-2', 'name': 'Kattegat 2', 'cable_id': 1688.0}]"
303,"Bosaso, Somalia",11.275566,49.187922,"[{'id': 'djibouti-africa-regional-express-dare', 'name': 'Djibouti Africa Regional Express (DARE)', 'cable_id': 1863.0}, {'id': 'gulf2africa-g2a', 'name': 'Gulf2Africa (G2A)', 'cable_id': 1850.0}]"
304,"Puerto Cabezas, Nicaragua",14.021609,-83.393924,"[{'id': 'arcos', 'name': 'ARCOS', 'cable_id': 1078.0}]"
305,"Penmarch, France",47.811315,-4.338688,"[{'id': 'africa-coast-to-europe-ace', 'name': 'Africa Coast to Europe (ACE)', 'cable_id': 1629.0}, {'id': 'seamewe-3', 'name': 'SeaMeWe-3', 'cable_id': 1031.0}]"
306,"Colón, Panama",9.353716,-79.900029,"[{'id': 'pan-american-pan-am', 'name': 'Pan American (PAN-AM)', 'cable_id': 1073.0}, {'id': 'south-america-pacific-link-sapl', 'name': 'South America Pacific Link (SAPL)', 'cable_id': 1791.0}, {'id': 'south-american-crossing-saclatin-american-nautilus-lan', 'name': 'South American Crossing (SAC)/Latin American Nautilus (LAN)', 'cable_id': 1084.0}]"
307,"Ballyhornan, United Kingdom",54.302047,-5.55939,"[{'id': 'bt-mt-1', 'name': 'BT-MT-1', 'cable_id': 1752.0}]"
308,"Dunnet Head, United Kingdom",58.670331,-3.376579,"[{'id': 'northern-lights', 'name': 'Northern Lights', 'cable_id': 1836.0}]"
309,"Nuku Hiva, French Polynesia",-8.860484,-140.142096,"[{'id': 'natitua', 'name': 'NATITUA', 'cable_id': 1916.0}]"
310,"Tallinn, Estonia",59.4362,24.752399,"[{'id': 'baltic-sea-submarine-cable', 'name': 'Baltic Sea Submarine Cable', 'cable_id': 1624.0}, {'id': 'finland-estonia-connection-fec', 'name': 'Finland Estonia Connection (FEC)', 'cable_id': 1242.0}, {'id': 'finland-estonia-2-eesf-2', 'name': 'Finland-Estonia 2 (EESF-2)', 'cable_id': 1263.0}, {'id': 'sweden-estonia-ee-s-1', 'name': 'Sweden-Estonia (EE-S 1)', 'cable_id': 1221.0}]"
311,"Kodiak, Alaska, United States",57.794135,-152.395282,"[{'id': 'kodiak-kenai-fiber-link-kkfl', 'name': 'Kodiak Kenai Fiber Link (KKFL)', 'cable_id': 1530.0}]"
312,"Grand Baie (Rodrigues), Mauritius",-19.674346,63.448218,"[{'id': 'mars', 'name': 'MARS', 'cable_id': 1935.0}]"
313,"Manawatu-Wanganui, New Zealand",-39.625435,175.618209,"[{'id': 'aqualink', 'name': 'Aqualink', 'cable_id': 1487.0}]"
314,"Port Askaig, United Kingdom",55.847737,-6.106314,"[{'id': 'bt-highlands-and-islands-submarine-cable-system', 'name': 'BT Highlands and Islands Submarine Cable System', 'cable_id': 1827.0}]"
315,"Wall Township, New Jersey, United States",40.152908,-74.062861,"[{'id': 'seabras-1', 'name': 'Seabras-1', 'cable_id': 1728.0}, {'id': 'tata-tgn-atlantic', 'name': 'Tata TGN-Atlantic', 'cable_id': 1149.0}, {'id': 'wall-li', 'name': 'WALL-LI', 'cable_id': 1926.0}]"
316,"Tuborg, Denmark",55.721956,12.545569,"[{'id': 'danica-north', 'name': 'Danica North', 'cable_id': 1541.0}]"
317,"Davao, Philippines",7.079987,125.612788,"[{'id': 'sea-us', 'name': 'SEA-US', 'cable_id': 1823.0}]"
318,"Puducherry, India",11.914359,79.7372,"[{'id': 'iox-cable-system', 'name': 'IOX Cable System', 'cable_id': 1901.0}]"
319,"Camuri, Venezuela",10.606108,-66.878294,"[{'id': 'americas-ii', 'name': 'Americas-II', 'cable_id': 1148.0}, {'id': 'venezuela-festoon', 'name': 'Venezuela Festoon', 'cable_id': 1094.0}]"
320,"Kristinelund, Sweden",56.134736,12.588636,"[{'id': 'denmark-sweden-17', 'name': 'Denmark-Sweden 17', 'cable_id': 1730.0}]"
321,"Bizerte, Tunisia",37.276347,9.867348,"[{'id': 'seamewe-4', 'name': 'SeaMeWe-4', 'cable_id': 1035.0}]"
322,"Blaabjerg, Denmark",55.751533,8.32897,"[{'id': 'cantat-3', 'name': 'CANTAT-3', 'cable_id': 1737.0}, {'id': 'danice', 'name': 'DANICE', 'cable_id': 1568.0}, {'id': 'tat-14', 'name': 'TAT-14', 'cable_id': 1043.0}]"
323,"Glenbarr, United Kingdom",55.565498,-5.697574,"[{'id': 'bt-highlands-and-islands-submarine-cable-system', 'name': 'BT Highlands and Islands Submarine Cable System', 'cable_id': 1827.0}]"
324,"Calbayog, Philippines",12.069901,124.600289,"[{'id': 'pldt-domestic-fiber-optic-network-dfon', 'name': 'PLDT Domestic Fiber Optic Network (DFON)', 'cable_id': 1839.0}]"
325,"Blackpool Sands, United Kingdom",50.318833,-3.610905,"[{'id': 'channel-islands-9-liberty-submarine-cable', 'name': 'Channel Islands-9 Liberty Submarine Cable', 'cable_id': 1784.0}]"
326,"Georgetown, Guyana",6.804108,-58.15491,"[{'id': 'deep-blue-cable', 'name': 'Deep Blue Cable', 'cable_id': 1913.0}, {'id': 'suriname-guyana-submarine-cable-system-sg-scs', 'name': 'Suriname-Guyana Submarine Cable System (SG-SCS)', 'cable_id': 1612.0}]"
327,"Baie-Mahault, Guadeloupe",16.244472,-61.571717,"[{'id': 'southern-caribbean-fiber', 'name': 'Southern Caribbean Fiber', 'cable_id': 1619.0}]"
328,"Great Bay Beach, Saint Martin",18.024452,-63.055054,"[{'id': 'saba-statia-cable-system-sscs', 'name': 'Saba, Statia Cable System (SSCS)', 'cable_id': 1807.0}]"
329,"San Luis Obispo, California, United States",35.285015,-120.662729,"[{'id': 'asia-america-gateway-aag-cable-system', 'name': 'Asia-America Gateway (AAG) Cable System', 'cable_id': 1507.0}]"
330,"Monaco, Monaco",43.732618,7.417642,"[{'id': 'europe-india-gateway-eig', 'name': 'Europe India Gateway (EIG)', 'cable_id': 1580.0}]"
331,"Sochi, Russia",43.615504,39.725818,"[{'id': 'georgia-russia', 'name': 'Georgia-Russia', 'cable_id': 1192.0}]"
332,"Goonhilly Downs, United Kingdom",50.024803,-5.174527,"[{'id': 'seamewe-3', 'name': 'SeaMeWe-3', 'cable_id': 1031.0}, {'id': 'uk-channel-islands-8', 'name': 'UK-Channel Islands-8', 'cable_id': 1704.0}]"
333,"Guantanamo Bay, Cuba",19.939612,-75.158161,"[{'id': 'gtmo-1', 'name': 'GTMO-1', 'cable_id': 1917.0}, {'id': 'gtmo-pr', 'name': 'GTMO-PR', 'cable_id': 1918.0}]"
334,"Al Bustan, Oman",23.576085,58.606082,"[{'id': 'asia-africa-europe-1-aae-1', 'name': 'Asia Africa Europe-1 (AAE-1)', 'cable_id': 1739.0}]"
335,"Punta Salina, PR, United States",18.472999,-66.185753,"[{'id': 'gtmo-pr', 'name': 'GTMO-PR', 'cable_id': 1918.0}]"
336,"Mariehamn, Finland",60.113836,19.937851,"[{'id': 'bcs-north---phase-1', 'name': 'BCS North - Phase 1', 'cable_id': 1609.0}, {'id': 'sweden-finland-link-sfl', 'name': 'Sweden-Finland Link (SFL)', 'cable_id': 1208.0}]"
337,"Dublin, Ireland",53.348043,-6.248257,"[{'id': 'celtixconnect', 'name': 'CeltixConnect', 'cable_id': 1641.0}, {'id': 'celtixconnect-2', 'name': 'CeltixConnect-2', 'cable_id': 1911.0}, {'id': 'gtt-atlantic', 'name': 'GTT Atlantic', 'cable_id': 1080.0}, {'id': 'sirius-south', 'name': 'Sirius South', 'cable_id': 1092.0}]"
338,Tyra,55.715608,4.748503,"[{'id': 'cantat-3', 'name': 'CANTAT-3', 'cable_id': 1737.0}]"
339,"Greve de Lecq, Jersey",49.247948,-2.201433,"[{'id': 'guernsey-jersey-4', 'name': 'Guernsey-Jersey-4', 'cable_id': 1702.0}, {'id': 'ingrid', 'name': 'INGRID', 'cable_id': 1700.0}]"
340,"Roxas, Philippines",11.583305,122.749997,"[{'id': 'pldt-domestic-fiber-optic-network-dfon', 'name': 'PLDT Domestic Fiber Optic Network (DFON)', 'cable_id': 1839.0}]"
341,"Seba, Indonesia",-10.457822,121.879904,"[{'id': 'palapa-ring-east', 'name': 'Palapa Ring East', 'cable_id': 1938.0}]"
342,"Castries, Saint Lucia",13.994217,-61.006813,"[{'id': 'eastern-caribbean-fiber-system-ecfs', 'name': 'Eastern Caribbean Fiber System (ECFS)', 'cable_id': 1290.0}]"
343,"Kiamsam, Malaysia",5.255329,115.168946,"[{'id': 'labuan-brunei-submarine-cable', 'name': 'Labuan-Brunei Submarine Cable', 'cable_id': 1891.0}]"
344,"Lowestoft, United Kingdom",52.471359,1.72918,"[{'id': 'circe-north', 'name': 'Circe North', 'cable_id': 1137.0}, {'id': 'tampnet-offshore-foc-network', 'name': 'Tampnet Offshore FOC Network', 'cable_id': 1203.0}, {'id': 'ulysses-2', 'name': 'Ulysses 2', 'cable_id': 1936.0}]"
345,"Christiansted, VI, United States",17.746656,-64.703149,"[{'id': 'st-thomas-st-croix-system', 'name': 'St. Thomas-St. Croix System', 'cable_id': 1756.0}]"
346,"Hithadhoo, Maldives",-0.60602,73.089181,"[{'id': 'dhiraagu-cable-network', 'name': 'Dhiraagu Cable Network', 'cable_id': 1746.0}, {'id': 'nationwide-submarine-cable-ooredoo-maldives-nascom', 'name': 'Nationwide Submarine Cable Ooredoo Maldives (NaSCOM)', 'cable_id': 1868.0}]"
347,"Luwuk, Indonesia",-0.938784,122.79277,"[{'id': 'luwuk-tutuyan-cable-system-ltcs', 'name': 'Luwuk Tutuyan Cable System (LTCS)', 'cable_id': 1883.0}, {'id': 'palapa-ring-middle', 'name': 'Palapa Ring Middle', 'cable_id': 1940.0}]"
348,"Kralendijk, Bonaire, Sint Eustatius and Saba",12.14434,-68.265549,"[{'id': 'deep-blue-cable', 'name': 'Deep Blue Cable', 'cable_id': 1913.0}]"
349,"Aasiaat, Greenland",68.706971,-52.859111,"[{'id': 'greenland-connect-north', 'name': 'Greenland Connect North', 'cable_id': 1897.0}]"
350,"Ardyne Point, United Kingdom",55.869417,-5.019986,"[{'id': 'bt-highlands-and-islands-submarine-cable-system', 'name': 'BT Highlands and Islands Submarine Cable System', 'cable_id': 1827.0}]"
351,"Ijmuiden, Netherlands",52.458517,4.613676,"[{'id': 'ulysses-2', 'name': 'Ulysses 2', 'cable_id': 1936.0}]"
352,"Fish Camp, Alaska, United States",59.9492,-154.858855,"[{'id': 'terra-sw', 'name': 'TERRA SW', 'cable_id': 1693.0}]"
353,"Wellington, New Zealand",-41.280537,174.767135,"[{'id': 'aqualink', 'name': 'Aqualink', 'cable_id': 1487.0}]"
354,"Rota, Northern Mariana Islands",14.151846,145.212462,"[{'id': 'mariana-guam-cable', 'name': 'Mariana-Guam Cable', 'cable_id': 1757.0}]"
355,"Broadstairs, United Kingdom",51.358884,1.439434,"[{'id': 'tangerine', 'name': 'Tangerine', 'cable_id': 1324.0}]"
356,"Ardneil Bay, United Kingdom",55.693049,-4.889371,"[{'id': 'bt-highlands-and-islands-submarine-cable-system', 'name': 'BT Highlands and Islands Submarine Cable System', 'cable_id': 1827.0}]"
357,"Kärdla, Estonia",59.00086,22.738045,"[{'id': 'sweden-estonia-ee-s-1', 'name': 'Sweden-Estonia (EE-S 1)', 'cable_id': 1221.0}]"
358,"Bude, United Kingdom",50.82811,-4.544401,"[{'id': 'apollo', 'name': 'Apollo', 'cable_id': 1213.0}, {'id': 'europe-india-gateway-eig', 'name': 'Europe India Gateway (EIG)', 'cable_id': 1580.0}, {'id': 'glo-1', 'name': 'Glo-1', 'cable_id': 1357.0}, {'id': 'pan-european-crossing-uk-ireland', 'name': 'Pan European Crossing (UK-Ireland)', 'cable_id': 1547.0}, {'id': 'tat-14', 'name': 'TAT-14', 'cable_id': 1043.0}, {'id': 'yellow', 'name': 'Yellow', 'cable_id': 1081.0}]"
359,"Milton, Newfoundland and Labrador, Canada",48.207616,-53.960234,"[{'id': 'greenland-connect', 'name': 'Greenland Connect', 'cable_id': 1569.0}]"
360,"Sarmi, Indonesia",-2.175233,139.353285,"[{'id': 'smpcs-packet-2', 'name': 'SMPCS Packet-2', 'cable_id': 1885.0}]"
361,"Balchik, Bulgaria",43.414344,28.167449,"[{'id': 'caucasus-cable-system', 'name': 'Caucasus Cable System', 'cable_id': 1563.0}]"
362,"Puerto La Cruz, Venezuela",10.202544,-64.644872,"[{'id': 'venezuela-festoon', 'name': 'Venezuela Festoon', 'cable_id': 1094.0}]"
363,"Bomba, Belize",17.925611,-88.294458,"[{'id': 'strategic-evolution-underwater-link-seul', 'name': 'Strategic Evolution Underwater Link (SEUL)', 'cable_id': 1893.0}]"
364,"Bunkeflostand, Sweden",55.556807,12.918714,"[{'id': 'scandinavian-ring-south', 'name': 'Scandinavian Ring South', 'cable_id': 1545.0}]"
365,"Athens, Greece",37.976078,23.736287,"[{'id': 'mednautilus-submarine-system', 'name': 'MedNautilus Submarine System', 'cable_id': 1185.0}]"
366,"Mouly, New Caledonia",-20.705938,166.489014,"[{'id': 'picot-1', 'name': 'Picot-1', 'cable_id': 1802.0}]"
367,"Sirt, Libya",31.205256,16.588341,"[{'id': 'lfon-libyan-fiber-optic-network', 'name': 'LFON (Libyan Fiber Optic Network)', 'cable_id': 1184.0}]"
368,"Frederiksted, VI, United States",17.712428,-64.881518,"[{'id': 'st-thomas-st-croix-system', 'name': 'St. Thomas-St. Croix System', 'cable_id': 1756.0}]"
369,"Mosede, Denmark",55.57585,12.273011,"[{'id': 'denmark-sweden-16', 'name': 'Denmark-Sweden 16', 'cable_id': 1261.0}]"
370,"Puerto Barrios, Guatemala",15.727138,-88.597241,"[{'id': 'arcos', 'name': 'ARCOS', 'cable_id': 1078.0}, {'id': 'aurora', 'name': 'AURORA', 'cable_id': 1924.0}, {'id': 'america-movil-submarine-cable-system-1-amx-1', 'name': 'America Movil Submarine Cable System-1 (AMX-1)', 'cable_id': 1686.0}, {'id': 'south-america-1-sam-1', 'name': 'South America-1 (SAm-1)', 'cable_id': 1083.0}]"
371,"Magachgil, Yap, Federated States of Micronesia",9.443926,138.061488,"[{'id': 'sea-us', 'name': 'SEA-US', 'cable_id': 1823.0}]"
372,"Kotka, Finland",60.501043,26.883563,"[{'id': 'bcs-north---phase-2', 'name': 'BCS North - Phase 2', 'cable_id': 1610.0}, {'id': 'eastern-light', 'name': 'Eastern Light', 'cable_id': 1710.0}]"
373,"Spencer Beach, Hawaii, United States",20.023108,-155.822087,"[{'id': 'southern-cross-cable-network-sccn', 'name': 'Southern Cross Cable Network (SCCN)', 'cable_id': 1009.0}]"
374,"McGaurans Beach, Australia",-38.443624,147.07125,"[{'id': 'basslink', 'name': 'Basslink', 'cable_id': 1742.0}]"
375,"Higuerote, Venezuela",10.480351,-66.098107,"[{'id': 'venezuela-festoon', 'name': 'Venezuela Festoon', 'cable_id': 1094.0}]"
376,"Creve Couer, Mauritius",-19.68106,63.395972,"[{'id': 'iox-cable-system', 'name': 'IOX Cable System', 'cable_id': 1901.0}]"
377,"Arawa, Papua New Guinea",-6.225622,155.567803,"[{'id': 'png-national-submarine-fibre-cable-network', 'name': 'PNG National Submarine Fibre Cable Network', 'cable_id': 1899.0}]"
378,"Markgrafenheide, Germany",54.191402,12.149476,"[{'id': 'germany-denmark-3', 'name': 'Germany-Denmark 3', 'cable_id': 1764.0}]"
379,"Conil, Spain",36.276567,-6.087222,"[{'id': 'columbus-iii', 'name': 'Columbus-III', 'cable_id': 1046.0}, {'id': 'pencan-6', 'name': 'Pencan-6', 'cable_id': 1448.0}, {'id': 'pencan-8', 'name': 'Pencan-8', 'cable_id': 1701.0}]"
380,"Las Caletillas, Spain",28.377279,-16.362364,"[{'id': 'subcan-link-1', 'name': 'Subcan Link 1', 'cable_id': 1777.0}, {'id': 'subcan-link-2', 'name': 'Subcan Link 2', 'cable_id': 1778.0}]"
381,"Sandy Point, Bahamas",26.025205,-77.399529,"[{'id': 'bahamas-domestic-submarine-network-bdsni', 'name': 'Bahamas Domestic Submarine Network (BDSNi)', 'cable_id': 1510.0}, {'id': 'bahamas-internet-cable-system-bics', 'name': 'Bahamas Internet Cable System (BICS)', 'cable_id': 1232.0}]"
382,"Al Daayen, Qatar",25.538584,51.451886,"[{'id': 'gulf-bridge-international-cable-system-gbicsmiddle-east-north-africa-mena-cable-system', 'name': 'Gulf Bridge International Cable System (GBICS)/Middle East North Africa (MENA) Cable System', 'cable_id': 1598.0}]"
383,"Governors Harbor, Bahamas",25.196116,-76.240643,"[{'id': 'bahamas-domestic-submarine-network-bdsni', 'name': 'Bahamas Domestic Submarine Network (BDSNi)', 'cable_id': 1510.0}]"
384,"Porthcurno, United Kingdom",50.043052,-5.654507,"[{'id': 'flag-europe-asia-fea', 'name': 'FLAG Europe-Asia (FEA)', 'cable_id': 1027.0}, {'id': 'high-capacity-undersea-guernsey-optical-fibre-hugo', 'name': 'High-capacity Undersea Guernsey Optical-fibre (HUGO)', 'cable_id': 1697.0}, {'id': 'isles-of-scilly-cable', 'name': 'Isles of Scilly Cable', 'cable_id': 1826.0}]"
385,"Bintulu, Malaysia",3.197005,113.068361,"[{'id': 'sistem-kabel-rakyat-1malaysia-skr1m', 'name': 'Sistem Kabel Rakyat 1Malaysia (SKR1M)', 'cable_id': 1828.0}]"
386,"Stavsnas, Sweden",59.822723,18.764609,"[{'id': 'bcs-north---phase-1', 'name': 'BCS North - Phase 1', 'cable_id': 1609.0}, {'id': 'sweden-estonia-ee-s-1', 'name': 'Sweden-Estonia (EE-S 1)', 'cable_id': 1221.0}]"
387,"Esbjerg, Denmark",55.465218,8.456899,"[{'id': 'north-sea-connect', 'name': 'North Sea Connect', 'cable_id': 1912.0}]"
388,"Porlamar, Venezuela",10.955253,-63.847607,"[{'id': 'venezuela-festoon', 'name': 'Venezuela Festoon', 'cable_id': 1094.0}]"
389,"Merauke, Indonesia",-8.499083,140.405042,"[{'id': 'smpcs-packet-2', 'name': 'SMPCS Packet-2', 'cable_id': 1885.0}]"
390,"Salalah, Oman",17.095827,54.148076,"[{'id': 'gulf2africa-g2a', 'name': 'Gulf2Africa (G2A)', 'cable_id': 1850.0}]"
391,"Oran, Algeria",35.701641,-0.641961,"[{'id': 'med-cable-network', 'name': 'Med Cable Network', 'cable_id': 1366.0}, {'id': 'oran-valencia-orval', 'name': 'Oran-Valencia (ORVAL)', 'cable_id': 1664.0}]"
392,"Ardnacross, United Kingdom",55.476546,-5.533414,"[{'id': 'bt-highlands-and-islands-submarine-cable-system', 'name': 'BT Highlands and Islands Submarine Cable System', 'cable_id': 1827.0}]"
393,"Poti, Georgia",42.150771,41.667614,"[{'id': 'caucasus-cable-system', 'name': 'Caucasus Cable System', 'cable_id': 1563.0}, {'id': 'georgia-russia', 'name': 'Georgia-Russia', 'cable_id': 1192.0}]"
394,"Berbera, Somalia",10.435112,45.010874,"[{'id': 'djibouti-africa-regional-express-dare', 'name': 'Djibouti Africa Regional Express (DARE)', 'cable_id': 1863.0}, {'id': 'gulf2africa-g2a', 'name': 'Gulf2Africa (G2A)', 'cable_id': 1850.0}]"
395,"Dakar, Senegal",14.686599,-17.451914,"[{'id': 'africa-coast-to-europe-ace', 'name': 'Africa Coast to Europe (ACE)', 'cable_id': 1629.0}, {'id': 'atlantis-2', 'name': 'Atlantis-2', 'cable_id': 1045.0}, {'id': 'sat-3wasc', 'name': 'SAT-3/WASC', 'cable_id': 1219.0}]"
396,"Jayapura, Indonesia",-2.591615,140.669007,"[{'id': 'png-national-submarine-fibre-cable-network', 'name': 'PNG National Submarine Fibre Cable Network', 'cable_id': 1899.0}, {'id': 'smpcs-packet-2', 'name': 'SMPCS Packet-2', 'cable_id': 1885.0}]"
397,"Cagliari, Italy",39.215311,9.10934,"[{'id': 'janna', 'name': 'Janna', 'cable_id': 1729.0}]"
398,"Dunvegan, United Kingdom",57.436323,-6.581655,"[{'id': 'bt-highlands-and-islands-submarine-cable-system', 'name': 'BT Highlands and Islands Submarine Cable System', 'cable_id': 1827.0}]"
